tweet_text,cyberbullying_type,toxicity,is_cyberbullying,predicted
@shocky2002: @LydiasLyfe Shut the fuck up you dumb nigger. Don't ever voice your opinion on any matter again.,ethnicity,0.9029226,1,1
Uthi why ngik'thanda so? RT @BootyNDaBrain Lol I can't fuck a dumb nigger! No matter how cute he is hey? My juices are stimulated by,ethnicity,0.83334327,1,0
"I think it depends on the type of joke though. Saying jokes should not be made at all isn't the way. But those that make jokes in which they say things like ""if my son is gay I will get hoes to rape him""...That's a NO from me",gender,0.5885171,1,0
These girls bullied me in high school no lie,age,0.3827457,1,0
I liked a @YouTube video http://t.co/Lh5Zjj1ALZ Male rights activist owns feminazi,gender,0.37751234,1,0
"specifically to direct prison rape jokes at. In 'Career of Evil', she writes a character who also appears to make fun of dysphoria, citing removing one's legs. In the Harry Potter series, all queer-coded characters are either villains or subject to the 'bury your gays' trope,",gender,0.4269174,1,0
My middle school bully came into work today,age,0.37694603,1,0
"Idiot, what do you think of the Hindu population of the world? Admit it, if India comes closer to a theocratic Hindu Rashtra state, that will be one of the two Hindu majority countries, with one succumbing to the very issues they allege in Muslims",religion,0.7510937,1,0
"Y'all laugh at ugly peoples, gays, drug addicts, and people with disabilities everyday on here but get hurt when someone makes a rape joke..",gender,0.62136006,1,0
RT @olewahr: @MT8_9 2006 Self Made Man: Norah Vincent chooses Female Privilege over Male Privilege https://t.co/yMWX6waQgv,gender,0.037105743,1,0
"If you have so much problem with India, then why are you living here? For Muslims India already prepared Pakistan. Go there and spread your idiot thoughts. Jai Hind.",religion,0.68408644,1,0
I hated getting bullied in high school girls always saying “ohhh there he good with that big ass dick “ “or ohh he couldn’t fit that in me I’d rip apart” they really hurt my feelings @TheEllenShow,age,0.65996873,1,0
"@coconono remote servers, the programs listening on those servers, a local app...",other_cyberbullying,0.023906821,1,0
"@Kaya786 No, just Muslims having more babies as their prophet told them to do for the sake of population imperialism. #Islam",religion,0.38434127,1,0
Jihad means struggle and ppl started struggling with humanity called terrorists,religion,0.33587718,1,0
“@goshawty123: barack obama is a faggot &amp; nigger. real men HATE gays .” FUCK YOU YOU DUMB ASS BITCH . youre so ignorant for no reason son !,ethnicity,0.9749944,1,1
"“A segregated community is a Negro community. But the white community, though it's all white,never called a segregated community. It's a separate community. In the white community, the white man controls his own everything.” -#MalcomX #Separation&gt;#Segregation No fuckery vibes",ethnicity,0.60152835,1,0
so much hate towards lebron for switchin teams but yall fuck ass NIGGERS love justin beiber?? Fuckin dumb asses,ethnicity,0.96426713,1,1
@Shermertron Good job having her call you a loser...BTW That hypocrisy is gold.  Hopefully someone will see it.,gender,0.47173777,1,0
"Haha.. How idiot you are, Mr Nishant arsehole .. The person who was arrested for the case is a Vilson. He is a Christian Farmer. There is no connection for this case to Muslims in Kerala. Shame on you.",religion,0.85333383,1,0
"Amanza is a babe. Romain is an absolute snooze, except when he’s being savage. Christine is the worst, but in an amazing evil queen way. Heather is the worst in a pretty-school-bully way. Davina is the worst in every way, and WHY IS SHE ALWAYS WEARING THE WRONG THING.",age,0.57271194,1,0
"RT @Leonard_Delaney: @freebsdgirl I know! Holy crud, I’m not worthy! Thank you. I hope you enjoy. Taken by Tetris Blocks addresses deep gam…",other_cyberbullying,0.11336674,1,0
Niggers get real dumb when they see yellow bones they be like look at those milky legs I'd fuck her raw,ethnicity,0.8252207,1,0
"RT @Quinnae_Moon: Amid the anger about this episode, the opinions that matter most, I think, are those of the people Raina's character was …",other_cyberbullying,0.027913637,1,0
Men giving their opinions............:\ @OliPaterson I'm not sexist but; women playing poker........ :/,gender,0.25462922,1,0
"RT @jmdunner I'm sorry, I'm not sexist but I cannot stand Doris Burke. #awful",gender,0.51980776,1,0
Im pretty sure if i went to high school with my girl I would have bullied her,age,0.42349213,1,0
"really shouldn't need to say that to grown men who are supposed to be so intelligent they can repeat 5 words in a particular order or call younger female politicians fucking bitches, but- oh. there you go. you are a nation led by idiots. carry on.",gender,0.8540474,1,0
She looks like all the girls that bullied me in high school,age,0.39021665,1,0
Can I make graphite show the sum of 5m when retention is 1m? Want to see a graph with point every 5m with sum of that time period.,other_cyberbullying,0.013382856,1,0
Chaldeans think that they're being good Catholics when they hate all Muslims and generalize and stereotype.. It gives them an excuse to not ACTUALLY practice Christian Catholicism... that's why most of you idiots never even read the Bible.. Pathetic,religion,0.8115627,1,0
 &amp; you might not get ya bitch back &amp; thats that ,gender,0.85333383,1,0
Lol! Idiot thinks that urdu is a muslim language. Sure you've never heard of munshi premchand or firaq gorakhpuri,religion,0.4645176,1,0
we’d watch shrek in french with english subtitles at least once a term in high school and our french teacher was the spitting image of farquaad and he got bullied worse than a horse girl but still continued to let us watch shrek multiple times a year,age,0.33504707,1,0
"Nah I really felt this. I had friends who I fell off with after 5+ years of putting up with bs. During our friendship they became friends with a group of girls who bullied me basically all throughout high school, it was like a slap in the face.",age,0.32919475,1,0
if my elementary school bully turns out to be gay i'd die like who's the fag now? both of us,age,0.76523775,1,0
"if she is new,she will not have access to go to trading up cause you need to be high level to go there,for my opinion she should not put bullying into this cause some really got bullied.That girl needs to stop lying cause no one gives a crap :)",age,0.5921536,1,0
We're already privately working with a number of tech companies. Relationships are being built. We're making HUGE amounts of progress.,other_cyberbullying,0.010806813,1,0
ik I’m doin good when the girls who used to bully me in school try to be my friend now,age,0.112540044,1,0
Nobody: The girl that bullied my mom in high school:,age,0.3389984,1,0
RT @larryvance47: @tgradous @FreeLion7 @pjamesjp1 @marylene58 @Yvonne33333 @Lynn9353 @cjesiu @qnoftherealm LOL sorta like you can't take th…,other_cyberbullying,0.06579731,1,0
"Head of NAACP Walter White wrote:in""Man Called White"" (p. 3):""I am a Negro. My skin is white,my eyes are blue,my hair is blond.The traits of my race are nowhere visible upon me.""Of his 32 great-great-great-grandparents,only 5 were black,and the other 27 were white. By law he's AA",ethnicity,0.2855005,1,0
Me and Freddy Kruger are gonna pull up on my high school bully and fuck him up,age,0.85333383,1,0
WHAT THE FUCK U TOOK Y SONG U DUMB FAGGET ASS NIGGER (@YouTube http://youtu.be/6kvfgmgjKMg?a),ethnicity,0.9563754,1,1
I fucking hate that I've been locking myself out all this week,other_cyberbullying,0.687436,1,0
I thought this was My KITCHEN Rule not My MICROWAVE Rules... #MKR,other_cyberbullying,0.032391842,1,0
"@Trollpedia69 none of it is private info. I've even blogged about this, but you mouthbreathers can't read, I guess. &lt;3",other_cyberbullying,0.30514878,1,0
Progressive? What exactly is progressive about saying that girls are innately drawn to the colour pink? How is prioritising sexist stereotypes ’progressive’? How is corrective rape of lesbians ‘progressive’? How is telling gay boys that they are really girls ‘progressive’?,gender,0.41910073,1,0
I think it was Nikki and Katie's modesty that made them so appealing #mkr,gender,0.027206551,1,0
https://nypost.com/2020/07/28/people-over-6-feet-tall-are-more-likely-to-contract-coronavirus/ Ok now I'm starting to think the virus is bully from high school,age,0.1996317,1,0
"Did you see the newsweek piece on Al Franken? He's at a roast of his pal Rob Reiner and his ""joke"" is about how Rob lubes up his sons ass to rape him...and then invites over his famous gay comedian friends to take turns. I don't know anyone who jokes about that shit. Not funny.",gender,0.7510937,1,0
This is what happens when ur a dumb nigger«@iAmLarryB @pufntrees @quanb24 fuck yall»,ethnicity,0.9209984,1,1
@900yrs @smooches_2 Naw Bitch How about you shut the fuck up and stop saying nigger you dumb ass therm and peion and thot,ethnicity,0.9061063,1,1
You’re a little teenager with some serious self-esteem problems. I know for a fact you were a huge bully in school.,age,0.5716857,1,0
A hate bullies had it at school but once a took the biggest guy out it stopped battered him way a golf club. Ma daughter was bullied too as she had leg operation so they called her peg leg. Detest them,age,0.45549932,1,0
"“@MzLaina167: ""@SuccessSeaker: My daughter is a bully""..yup she is lol..”lol",age,0.41910073,1,0
"fuck these bitch ass niggers how yall doing I'm the tunechi,I'm a nusense,I go stupid, I go dumb like the three stuges",ethnicity,0.9749944,1,1
@ChrisWarcraft [ i am doing this to make the @yoapp people happy ],other_cyberbullying,0.04735767,1,0
"Yes, I hated that school. A lot of bullies btw. I'm thankful I got to transfer back, but I couldn't advance anymore cuz my parents didn't want to give me more workload. I always get so disappointed when I think of it.",age,0.36095104,1,0
"Salty af too! Lol @JayJTheKidd: Damn you mad bro? RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicity,0.9248995,1,1
#Taliban terrorists killing innocent muslims and call it Jihad. this is the worst crimes against humanity. These cowards must be held accountable. #ISIslaves @Zabehulah_M33 @alemara_ar @AkramhMohajer #Afghanistan,religion,0.47173777,1,0
